DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2001-0332-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Marshagal, Mahakalpada villages (Kendrapara district, Orissa province), Kakatpur, Astaranga, Kanas, Delanga villages (Puri district, Orissa province), Banki, Kantapada villages (Cuttack district, Orissa province), Balipatna villages (Khordha district, Orissa province), Atharmalik villages (Angul district, Orissa province), Jajpur, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Baleshwar, Bhadrak districts (Orissa province), Dhamtari, Raipur, Mahasamund, Janjgir-Champa, Raigarh districts (Chhattisgarh province)",Monsoonal rain,,Yes,No,No,6430,105100,Km2,,,,2001,7,8,2001,7,10,100,,9670000,,9670000,,,,,90000,154875,58.1114743743821,"[{""adm2_code"":17809,""adm2_name"":""Cuttack""},{""adm2_code"":17812,""adm2_name"":""Kalahandi""},{""adm2_code"":17814,""adm2_name"":""Koraput""},{""adm2_code"":17818,""adm2_name"":""Puri""},{""adm2_code"":70206,""adm2_name"":""Angul""},{""adm2_code"":70207,""adm2_name"":""Baleshwar""},{""adm2_code"":70209,""adm2_name"":""Bhadrak""},{""adm2_code"":70210,""adm2_name"":""Bolangir""},{""adm2_code"":70214,""adm2_name"":""Jagatsinghpur""},{""adm2_code"":70215,""adm2_name"":""Jajpur""},{""adm2_code"":70218,""adm2_name"":""Kendrapara""},{""adm2_code"":70219,""adm2_name"":""Khordha""},{""adm2_code"":70222,""adm2_name"":""Nayagarh""},{""adm2_code"":70108,""adm2_name"":""Dhamtari""},{""adm2_code"":70109,""adm2_name"":""Janjgir-Champa""},{""adm2_code"":70115,""adm2_name"":""Mahasamund""},{""adm2_code"":70116,""adm2_name"":""Raipur""},{""adm2_code"":70297,""adm2_name"":""Raigarh""}]",2005-09-20,2023-09-25
2001-0337-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,Uttar Pradesh province,,,No,No,No,,,Kph,,,,2001,5,24,2001,5,24,21,,,,,,,,,,,58.1114743743821,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2003-07-01,2023-09-25
2001-0338-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,Lucknow area (Uttar Pradesh state),,,No,No,No,,,,,,,2001,5,30,2001,5,30,31,49,,,49,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0339-IND,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Roof,IND,India,Southern Asia,Asia,Andhra Pradesh,,,No,No,No,,,,,,,2001,5,27,2001,5,27,25,10,,,10,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0349-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Hosdurg borough (Kanhangad city, Kasaragod district, Kerala province), Vertak Nagar area (Thane district, Maharashtra province), Bhandup area (Mumbai Suburban district, Maharashtra province)",,,No,No,No,,,Km2,,,,2001,6,,2001,6,,28,4,,,4,,,,,,,58.1114743743821,"[{""adm2_code"":17701,""adm2_name"":""Kasaragod""},{""adm2_code"":17783,""adm2_name"":""Thane""},{""adm2_code"":70183,""adm2_name"":""Mumbai Suburban""}]",2003-07-01,2023-09-25
2001-0354-IND,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Vessel,IND,India,Southern Asia,Asia,Near Manikchack (West Bengal's Malda district),,,No,No,No,,,,,,,2001,6,23,2001,6,23,50,,75,,75,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0387-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",Monsoonal rain,,No,No,No,,4470,Km2,,,,2001,7,4,2001,7,16,86,,40000,,40000,,,,,116924,201206,58.1114743743821,"[{""adm2_code"":17700,""adm2_name"":""Idukki""},{""adm2_code"":17702,""adm2_name"":""Kottayam""},{""adm2_code"":17706,""adm2_name"":""Pattanamtitta""},{""adm2_code"":17707,""adm2_name"":""Kollam""},{""adm2_code"":70298,""adm2_name"":""Alappuzha""}]",2005-09-20,2023-09-25
2001-0409-IND,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,IND,India,Southern Asia,Asia,Orissa State,floods,,No,No,No,,,,,,,2001,7,7,2001,8,,33,,34078,,34078,,,,,,,58.1114743743821,,2005-06-17,2023-09-25
2001-0412-IND,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Psychiatric hospital,IND,India,Southern Asia,Asia,Ramanathapuram,,,No,No,No,,,,,,,2001,8,6,2001,8,6,25,53,,,53,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0414-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Rudra Prayag district (Uttarakhand province),,,No,No,No,,,,,,,2001,7,16,2001,7,16,27,,,,,,,,,,,58.1114743743821,"[{""adm2_code"":70286,""adm2_name"":""Rudra Prayag""}]",2003-07-01,2023-09-25
2001-0438-IND,No,nat-bio-epi-par,Natural,Biological,Epidemic,Parasitic disease,,,IND,India,Southern Asia,Asia,Orissa state,,,No,No,No,,,Vaccinated,,,,2001,8,,2001,8,,12,,24686,,24686,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0439-IND,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Dynamite factory,IND,India,Southern Asia,Asia,Katpadi (Tamil Nadu state),,,No,No,No,,,m3,,,,2001,8,16,2001,8,16,25,3,,,3,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0440-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,Maharashtra state,,,No,No,No,,,,,,,2001,8,16,2001,8,16,14,3,,,3,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0465-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Aurangabad, Bhojpur, Gopalganj, Jehanabad, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Purba Champaran, Rohtas, Saran, Sitamarhi, Siwan, Vaishali districts (Bihar province)",,,No,No,No,,,Km2,,,,2001,8,,2001,8,,,,400000,,400000,,,,,,,58.1114743743821,"[{""adm2_code"":17594,""adm2_name"":""Aurangabad""},{""adm2_code"":17604,""adm2_name"":""Gopalganj""},{""adm2_code"":17607,""adm2_name"":""Jehanabad""},{""adm2_code"":17613,""adm2_name"":""Muzaffarpur""},{""adm2_code"":17615,""adm2_name"":""Nalanda""},{""adm2_code"":17618,""adm2_name"":""Pashchim Champaran""},{""adm2_code"":17619,""adm2_name"":""Patna""},{""adm2_code"":17620,""adm2_name"":""Purba Champaran""},{""adm2_code"":17623,""adm2_name"":""Rohtas""},{""adm2_code"":17628,""adm2_name"":""Saran""},{""adm2_code"":17630,""adm2_name"":""Sitamarhi""},{""adm2_code"":17631,""adm2_name"":""Siwan""},{""adm2_code"":17632,""adm2_name"":""Vaishali""},{""adm2_code"":70097,""adm2_name"":""Bhojpur""}]",2003-07-01,2023-09-25
2001-0501-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,Chamba district (Himachal Pradesh province),,,No,No,No,,,,,,,2001,8,14,2001,8,14,16,,,,,,,,,,,58.1114743743821,"[{""adm2_code"":17667,""adm2_name"":""Chamba""}]",2003-07-01,2023-09-25
2001-0502-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Delhi province,,,No,No,No,,,Km2,,,,2001,8,,2001,8,,10,36,,,36,,,,,,,58.1114743743821,"[{""adm1_code"":1489,""adm1_name"":""Delhi""}]",2003-07-01,2023-09-25
2001-0507-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,Jamui (eastern Bihar state),,,No,No,No,,,,,,,2001,8,16,2001,8,16,10,13,,,13,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0515-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Gopalganj, Purba Champaran, Pashchim Champaran, Muzaffarpur, Vaishali, Saran districts (Bihar province)",,,No,No,No,,550,Km2,,,,2001,8,20,2001,8,20,158,,7000000,,7000000,,,,,26000,44742,58.1114743743821,"[{""adm2_code"":17604,""adm2_name"":""Gopalganj""},{""adm2_code"":17613,""adm2_name"":""Muzaffarpur""},{""adm2_code"":17618,""adm2_name"":""Pashchim Champaran""},{""adm2_code"":17620,""adm2_name"":""Purba Champaran""},{""adm2_code"":17628,""adm2_name"":""Saran""},{""adm2_code"":17632,""adm2_name"":""Vaishali""}]",2003-07-01,2023-09-25
2001-0517-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,"Gurdaspur area, Punjab",,,No,No,No,,,,,,,2001,8,24,2001,8,24,10,,,,,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0527-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,"Saran, Gopalganj, Purba Champaran, Madhubani districts (Bihar province), Uttar Pradesh province",,,No,No,No,,,Km2,,,,2001,9,,2001,9,,48,,2800000,,2800000,,,,,26000,44742,58.1114743743821,"[{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""},{""adm2_code"":17604,""adm2_name"":""Gopalganj""},{""adm2_code"":17611,""adm2_name"":""Madhubani""},{""adm2_code"":17620,""adm2_name"":""Purba Champaran""},{""adm2_code"":17628,""adm2_name"":""Saran""}]",2003-07-01,2023-09-25
2001-0542-IND,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,New Light Hotel,IND,India,Southern Asia,Asia,Sopore (Cachemire),,,No,No,No,,,,,,,2001,9,28,2001,9,28,14,12,,,12,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0568-IND,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,Coal mine,IND,India,Southern Asia,Asia,Godda district (Jharkhand state),,,No,No,No,,,m3,,,,2001,9,26,2001,9,26,20,,,,,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0584-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Andhra Pradesh province,,,No,No,No,,,Kph,,,,2001,10,,2001,10,,78,,25000,2000,27000,,,,,,,58.1114743743821,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""}]",2003-07-01,2023-09-25
2001-0618-IND,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IND,India,Southern Asia,Asia,"Amboori village (Thiruvananthapuram district, Kerala province)",,,No,No,No,,,,,,,2001,11,9,2001,11,9,55,,,,,,,,,,,58.1114743743821,"[{""adm2_code"":17709,""adm2_name"":""Thiruvananthapuram""}]",2003-07-01,2023-09-25
2001-0631-IND,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,Contamination,IND,India,Southern Asia,Asia,Assam state,,,No,No,No,,,,,,,2001,11,,2001,11,,14,,2000,,2000,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0681-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Rajasthan provinces",,,No,No,No,,,°C,,,,2001,12,,2001,12,,48,,,,,,,,,,,58.1114743743821,"[{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2003-07-01,2023-09-25
2001-0725-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,"Dumari (Patna-Keul section, Danapur division, Bihar state)",,,No,No,No,,,,,,,2001,11,20,2001,11,20,13,16,,,16,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0729-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,01A,IND,India,Southern Asia,Asia,"Gujarat, Goa, Maharashtra, Kerala provinces",,,No,No,No,,80,Kph,,,,2001,5,28,2001,5,28,,,,,,,,,,,,58.1114743743821,"[{""adm1_code"":1490,""adm1_name"":""Goa""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""}]",2003-07-01,2023-09-25
2001-0761-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,Moradabad area (Uttar Pradesh),,,No,No,No,,,,,,,2001,11,26,2001,11,26,12,7,,,7,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0794-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Saran, Gopalganj districts (Bihar province)",,,No,No,No,,,Km2,,,,2001,9,7,2001,9,24,146,,,,,,,,,103000,177246,58.1114743743821,"[{""adm2_code"":17604,""adm2_name"":""Gopalganj""},{""adm2_code"":17628,""adm2_name"":""Saran""}]",2006-07-20,2023-09-25
2002-0008-IND,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Mine,IND,India,Southern Asia,Asia,Penjab,,,No,No,No,,,,,,,2002,1,5,2002,1,5,15,,,,,,,,,,,59.0331440786142,,2004-03-24,2023-09-25
2002-0156-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Acute Hepatitis E,IND,India,Southern Asia,Asia,Mandi district,,,No,No,No,,,Vaccinated,,,,2002,3,12,2002,3,12,,,200,,200,,,,,,,59.0331440786142,,2005-05-10,2023-09-25
2002-0202-IND,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Underground septic tank drain,IND,India,Southern Asia,Asia,Lucknow (Uttar Pradesh),,,No,No,No,,,,,,,2002,3,14,2002,3,14,23,,,,,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0204-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,West Bengal province,,,No,No,No,,,Kph,,,,2002,4,3,2002,4,3,9,50,,5000,5050,,,,,416,705,59.0331440786142,"[{""adm1_code"":1511,""adm1_name"":""West Bengal""}]",2003-07-01,2023-09-25
2002-0216-IND,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,IND,India,Southern Asia,Asia,Orissa province,,,No,No,No,,,Kph,,,,2002,4,11,2002,4,11,,200,10000,,10200,,,,,,,59.0331440786142,"[{""adm1_code"":1504,""adm1_name"":""Orissa""}]",2003-07-01,2023-09-25
2002-0252-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Ahmednagar region (Maharashtra state),,,No,No,No,,,,,,,2002,5,2,2002,5,2,45,20,,,20,,,,,,,59.0331440786142,,2003-07-14,2023-09-25
2002-0282-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,"Lucknow, Jaunpur (Uttar Pradesh)",,,No,No,No,,,,,,,2002,5,11,2002,5,11,12,100,,,100,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0290-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Madhya Pradesh, Andhra Pradesh, Uttar Pradesh, Delhi, Rajasthan, Punjab, Haryana, Orissa, West Bengal provinces",,,No,No,No,,50,°C,,,,2002,5,10,2002,5,22,1030,,,,,,,,,,,59.0331440786142,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2005-12-12,2023-09-25
2002-0301-IND,No,nat-bio-epi-par,Natural,Biological,Epidemic,Parasitic disease,,,IND,India,Southern Asia,Asia,Assam,,,No,No,No,,,Vaccinated,,,,2002,5,1,2002,5,1,50,,4950,,4950,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0306-IND,No,tec-ind-fir-fir,Technological,Industrial accident,Fire (Industrial),Fire (Industrial),,Shoes factory,IND,India,Southern Asia,Asia,Agra,,,No,No,No,,,m3,,,,2002,5,24,2002,5,24,41,10,,,10,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0308-IND,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,IND,India,Southern Asia,Asia,"Gobalpur area (Hugli district, West Bengal), Kolkata, Jalpaiguri, Darjiling districts (West Bengal province)",,,No,No,No,,80,Kph,,,,2002,4,27,2002,4,27,11,,,,,,,,,,,59.0331440786142,"[{""adm2_code"":17948,""adm2_name"":""Darjiling""},{""adm2_code"":17950,""adm2_name"":""Hugli""},{""adm2_code"":17951,""adm2_name"":""Jalpaiguri""},{""adm2_code"":70292,""adm2_name"":""Kolkata""}]",2003-07-01,2023-09-25
2002-0320-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Uttar Pradesh,,,No,No,No,,,,,,,2002,5,26,2002,5,26,60,7,,,7,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0365-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Uttaranchal state,,,No,No,No,,,,,,,2002,6,16,2002,6,16,26,6,,,6,,,,,,,59.0331440786142,,2003-07-14,2023-09-25
2002-0374-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces",Monssonal rain,,No,No,No,93065,276600,Km2,,,"Ganga-Padma, Brammaputra-Jumuna and the Meghna river , Torsa, Tista, Bagmati, Kosi, Gandak, Kareh, Adhwara, Ganga, Burhi Gandak, Punpun. Jiadhal, Subansiri, Bramaputra, Barak and Kathakal,",2002,6,21,2002,8,28,549,,42000000,,42000000,,,,,30772,52127,59.0331440786142,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1495,""adm1_name"":""Kerala""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1500,""adm1_name"":""Manipur""},{""adm1_code"":1501,""adm1_name"":""Meghalaya""},{""adm1_code"":1509,""adm1_name"":""Tripura""},{""adm1_code"":70036,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70037,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70072,""adm1_name"":""Arunachal Pradesh""},{""adm2_code"":17547,""adm2_name"":""Adilabad""},{""adm2_code"":17554,""adm2_name"":""Karimnagar""},{""adm2_code"":17555,""adm2_name"":""Khammam""},{""adm2_code"":17576,""adm2_name"":""Barpeta""},{""adm2_code"":17577,""adm2_name"":""Cachar""},{""adm2_code"":17578,""adm2_name"":""Darrang""},{""adm2_code"":17579,""adm2_name"":""Dhuburi""},{""adm2_code"":17580,""adm2_name"":""Dibrugarh""},{""adm2_code"":17581,""adm2_name"":""Goalpara""},{""adm2_code"":17582,""adm2_name"":""Golaghat""},{""adm2_code"":17583,""adm2_name"":""Kamrup""},{""adm2_code"":17585,""adm2_name"":""Karimganj""},{""adm2_code"":17589,""adm2_name"":""Nagaon""},{""adm2_code"":17590,""adm2_name"":""Nalbari""},{""adm2_code"":17592,""adm2_name"":""Sibsagar""},{""adm2_code"":17593,""adm2_name"":""Sonitpur""},{""adm2_code"":70086,""adm2_name"":""Bongaigaon""},{""adm2_code"":70087,""adm2_name"":""Dhemaji""},{""adm2_code"":70089,""adm2_name"":""Jorhat""},{""adm2_code"":70090,""adm2_name"":""Kokrajhar""},{""adm2_code"":70091,""adm2_name"":""Lakhimpur""},{""adm2_code"":70092,""adm2_name"":""Marigaon""},{""adm2_code"":70093,""adm2_name"":""Tinsukia""},{""adm2_code"":17672,""adm2_name"":""Lahul and Spiti""},{""adm2_code"":17948,""adm2_name"":""Darjiling""},{""adm2_code"":17951,""adm2_name"":""Jalpaiguri""},{""adm2_code"":17952,""adm2_name"":""Kochbihar""},{""adm2_code"":17595,""adm2_name"":""Begusarai""},{""adm2_code"":17596,""adm2_name"":""Bhagalpur""},{""adm2_code"":17598,""adm2_name"":""Darbhanga""},{""adm2_code"":17604,""adm2_name"":""Gopalganj""},{""adm2_code"":17608,""adm2_name"":""Katihar""},{""adm2_code"":17609,""adm2_name"":""Khagaria""},{""adm2_code"":17611,""adm2_name"":""Madhubani""},{""adm2_code"":17612,""adm2_name"":""Madhepura""},{""adm2_code"":17613,""adm2_name"":""Muzaffarpur""},{""adm2_code"":17615,""adm2_name"":""Nalanda""},{""adm2_code"":17618,""adm2_name"":""Pashchim Champaran""},{""adm2_code"":17619,""adm2_name"":""Patna""},{""adm2_code"":17620,""adm2_name"":""Purba Champaran""},{""adm2_code"":17621,""adm2_name"":""Purnia""},{""adm2_code"":17624,""adm2_name"":""Saharsa""},{""adm2_code"":17626,""adm2_name"":""Samastipur""},{""adm2_code"":17628,""adm2_name"":""Saran""},{""adm2_code"":17630,""adm2_name"":""Sitamarhi""},{""adm2_code"":17631,""adm2_name"":""Siwan""},{""adm2_code"":70094,""adm2_name"":""Araria""},{""adm2_code"":70100,""adm2_name"":""Kishanganj""},{""adm2_code"":70102,""adm2_name"":""Sheikhpura""},{""adm2_code"":70103,""adm2_name"":""Sheohar""},{""adm2_code"":70104,""adm2_name"":""Supaul""},{""adm2_code"":17712,""adm2_name"":""Balaghat""},{""adm2_code"":70287,""adm2_name"":""Tehri Garhwal""}]",2005-09-23,2023-09-25
2002-0391-IND,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,IND,India,Southern Asia,Asia,Chandi (Uttar Pradesh),,,No,No,No,,,,,,,2002,6,4,2002,6,4,30,25,,,25,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0456-IND,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,IND,India,Southern Asia,Asia,Kumarakom (Kottayam district),,,No,No,No,,,,,,,2002,7,27,2002,7,27,65,,,,,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0490-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",Heavy rain,,No,No,No,,6770,Km2,,,Jaikur and Indravati rivers.,2002,8,11,2002,8,13,33,50,,,50,,,,,20000,33879,59.0331440786142,"[{""adm1_code"":1487,""adm1_name"":""Assam""},{""adm1_code"":1500,""adm1_name"":""Manipur""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm2_code"":70287,""adm2_name"":""Tehri Garhwal""}]",2005-09-23,2023-09-25
2002-0511-IND,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,IND,India,Southern Asia,Asia,Poonch district (Cachemire),,,No,No,No,,,,,,,2002,8,16,2002,8,16,28,10,,,10,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0534-IND,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,IND,India,Southern Asia,Asia,Assam,,,No,No,No,,,Vaccinated,,,,2002,8,13,2002,8,13,86,,,,,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0539-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,Balaghat district (Madhya Pradesh province),,,No,No,No,,,Km2,,,,2002,8,20,2002,8,20,100,,3000,,3000,,,,,,,59.0331440786142,"[{""adm2_code"":17712,""adm2_name"":""Balaghat""}]",2003-07-01,2023-09-25
2002-0555-IND,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,IND,India,Southern Asia,Asia,Jajpur district (Orissa state),,,No,No,No,,,,,,,2002,8,31,2002,8,31,51,,,,,,,,,,,59.0331440786142,,2003-07-15,2023-09-25
2002-0568-IND,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IND,India,Southern Asia,Asia,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",Monssonal rain,,No,No,No,,79000,Km2,,,"Godavari, Panzara, Tapi, Narmada Rivers",2002,9,3,2002,9,6,22,,5000,,5000,,,,,,,59.0331440786142,"[{""adm2_code"":17568,""adm2_name"":""Warangal""},{""adm2_code"":17638,""adm2_name"":""Bharuch""},{""adm2_code"":17767,""adm2_name"":""Jalgaon""},{""adm2_code"":17773,""adm2_name"":""Nashik""}]",2005-09-23,2023-09-25
